message_id,conversation_id,customer_text,intent,label_notes,review_status,provisional_intent,provisional_reason
1355030,1355029,@SpotifyCares playlists are working normally. i updated spotify app this morning. any suggestions?,app_technical_issue,"Human-approved unchanged suggestion. Matched signals for app_technical_issue: app, working.",HUMAN_REVIEWED,app_technical_issue,"Matched signals for app_technical_issue: app, working."
1695254,1695251,@SpotifyCares No,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
850709,850708,@SpotifyCares Here you go... https://t.co/vhYbOQ5xbw,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
1701514,1701506,@SpotifyCares It worked 🤗,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
2707047,2707046,@SpotifyCares @SpotifyCares So and that's it right? You guys didn't even try to  give an adequate answer to your subscribers for 2 days? You guys really suck. Me and my friends are switching to SoundCloud.,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
2942718,2942714,"@SpotifyCares No, there's nothing else I want. I just want to use Spotify here.",other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
2165558,2165557,@SpotifyCares Appreciate the response https://t.co/zSTsvf2EBK,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
2153176,2153172,@SpotifyCares if it helps I'm trying to get some of my dad's music out there if I can.,playback_audio_issue,Human-approved unchanged suggestion. Matched signals for playback_audio_issue: music.,HUMAN_REVIEWED,playback_audio_issue,Matched signals for playback_audio_issue: music.
2395939,2395937,"@SpotifyCares artist: https://t.co/zrdFwvfXiR
what does not belong there: https://t.co/cdDksSfUE8 , 
https://t.co/NBwh3JcKGY ,
https://t.co/LhzB3Wpms5 , 
https://t.co/qHgVu5GmdS , 
https://t.co/Mo3jKquP7d ,
https://t.co/aNOIN2Yk6A ,
https://t.co/Cpf5OCkVos ,
https://t.co/15QqQ30NMt and more!",other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
936648,936647,"@SpotifyCares Hey! I said that I couldn't subscribe to Spotify Premium for only 4,99, I made a request and they never answered",subscription_plan_billing,Human-approved unchanged suggestion. Matched signals for subscription_plan_billing: premium.,HUMAN_REVIEWED,subscription_plan_billing,Matched signals for subscription_plan_billing: premium.
1844549,1844548,@SpotifyCares it happens nearly all the time no matter if I’m connected to a speaker or not. Like today I put a playlist of 80 songs on shuffle and the first five songs were from the same album and each time I’d reshuffle I’d keep getting that same album even though I only had 13 songs from it,playlist_library_downloads,"Human-approved unchanged suggestion. Matched signals for playlist_library_downloads: playlist, album.",HUMAN_REVIEWED,playlist_library_downloads,"Matched signals for playlist_library_downloads: playlist, album."
1704251,1704250,@SpotifyCares  https://t.co/cOqlIbMS3y,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
1240612,1240604,@SpotifyCares Oh sorry. Android version is 7.0,device_platform_compatibility,Human-approved unchanged suggestion. Matched signals for device_platform_compatibility: android.,HUMAN_REVIEWED,device_platform_compatibility,Matched signals for device_platform_compatibility: android.
416496,416495,@SpotifyCares 8.4.22.857? I think.,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
1739265,1739262,"@SpotifyCares Between songs and sometimes when I start the PL, it will play songs not on there.",other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
2449733,2449732,@SpotifyCares thank u i’m sorry i said i would delete u i love you!!!,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
2981982,2981981,@SpotifyCares cool! your speediness and efforts are much appreciated!,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
2920791,2920790,@SpotifyCares Thank you!!!! So happy to have ya back,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
937557,937556,@SpotifyCares thankyou i live for spotify:),other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
46642,46640,@SpotifyCares excuses over excuses i just want the albums 😔,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
1941826,1941824,@SpotifyCares Why yes of course. I switched to the student cost about five days ago. I paid for it and I see a charge on the account but I’m not able to u,other_unclear,"Human-approved unchanged suggestion. Signals are tied between: account_access, subscription_plan_billing, feature_or_policy_information; human review is required.",HUMAN_REVIEWED,other_unclear,"Signals are tied between: account_access, subscription_plan_billing, feature_or_policy_information; human review is required."
1271324,1271323,"@SpotifyCares I get that, but telling me that GPS tracking is handshaking with my music app just comes off creepy as hell.",other_unclear,"Human-approved unchanged suggestion. Signals are tied between: playback_audio_issue, app_technical_issue; human review is required.",HUMAN_REVIEWED,other_unclear,"Signals are tied between: playback_audio_issue, app_technical_issue; human review is required."
2643404,2643403,@SpotifyCares Seems to be fine using Firefox,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
2018593,2018592,@SpotifyCares i have but they either respond and don't do anything or just don't respond,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
1867683,1867682,@SpotifyCares Thank you,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
690853,690850,@SpotifyCares Here’s 680K Google results https://t.co/RSQirIhfI9 on “spotify explicit”. Enough of “we’ll be sure to pass it on”. Take action. Seriously.,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
2075571,2075570,@SpotifyCares I can't update them until I have the new card sent as I don't yet know the number etc,app_technical_issue,Human-approved unchanged suggestion. Matched signals for app_technical_issue: update.,HUMAN_REVIEWED,app_technical_issue,Matched signals for app_technical_issue: update.
211097,211096,@SpotifyCares Nope still doesn't work :(,app_technical_issue,"Human-approved unchanged suggestion. Matched signals for app_technical_issue: work, doesn't work.",HUMAN_REVIEWED,app_technical_issue,"Matched signals for app_technical_issue: work, doesn't work."
1692155,1692152,@SpotifyCares  https://t.co/V2SxAWQkKJ,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
2931081,67682,"@SpotifyCares I'm using android kitkat (Samsung), I'm using 6.0.0.864 armV7",device_platform_compatibility,Human-approved unchanged suggestion. Matched signals for device_platform_compatibility: android.,HUMAN_REVIEWED,device_platform_compatibility,Matched signals for device_platform_compatibility: android.
1365045,1365041,"@SpotifyCares I just deleted the app and reinstalled it yesterday, so it should be.",app_technical_issue,Human-approved unchanged suggestion. Matched signals for app_technical_issue: app.,HUMAN_REVIEWED,app_technical_issue,Matched signals for app_technical_issue: app.
1850463,189815,"@SpotifyCares i’m not having an issue with my spotify, i was just wondering if me being in community college, am i able to get the discount",app_technical_issue,Human-approved unchanged suggestion. Matched signals for app_technical_issue: issue.,HUMAN_REVIEWED,app_technical_issue,Matched signals for app_technical_issue: issue.
1261984,1261981,"@SpotifyCares Windows 7 enterprise. I can load library and artists but nothing will play. Have checked Chrome settings, deleted cache etc.",other_unclear,"Human-approved unchanged suggestion. Signals are tied between: playlist_library_downloads, device_platform_compatibility; human review is required.",HUMAN_REVIEWED,other_unclear,"Signals are tied between: playlist_library_downloads, device_platform_compatibility; human review is required."
2959348,2959347,@SpotifyCares  https://t.co/vkISxZyloZ,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
118896,118892,@SpotifyCares Please cek DM thanks you 😊🙏,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
2706966,2706965,@SpotifyCares Latest version. iPhone X,device_platform_compatibility,Human-approved unchanged suggestion. Matched signals for device_platform_compatibility: iphone.,HUMAN_REVIEWED,device_platform_compatibility,Matched signals for device_platform_compatibility: iphone.
1927119,1927118,@SpotifyCares I registered via facebook __email__,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
1310269,1310264,"@SpotifyCares No errors, if I'm in the middle of a song and tap on the song that doesn't play it immediately stops playing music",playback_audio_issue,"Human-approved unchanged suggestion. Matched signals for playback_audio_issue: song, music.",HUMAN_REVIEWED,playback_audio_issue,"Matched signals for playback_audio_issue: song, music."
2308805,2308804,@SpotifyCares Okay thanks!,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
43461,43460,"@SpotifyCares Sure! It’s a concept album, so order is important. ☺️ Thanks! https://t.co/LRdM0G5fmo",playlist_library_downloads,Human-approved unchanged suggestion. Matched signals for playlist_library_downloads: album.,HUMAN_REVIEWED,playlist_library_downloads,Matched signals for playlist_library_downloads: album.
289993,289990,@SpotifyCares nope :(,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
526267,526266,@SpotifyCares Shouldn’t there be an indicator here at the top saying how many downloads still need to happen? https://t.co/SqWtKPjjXi,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
620378,620374,"@SpotifyCares Said songs /albums are all free and easily available on every famous streaming service like Saavn, YouTube etc. Also on some mp3 songs websites",feature_or_policy_information,Human-approved unchanged suggestion. Matched signals for feature_or_policy_information: available.,HUMAN_REVIEWED,feature_or_policy_information,Matched signals for feature_or_policy_information: available.
929685,929683,@SpotifyCares https://t.co/fg2pz0CopB,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
1371868,1371867,@SpotifyCares https://t.co/tjHvHEL2vz aaaw men TFF is my favorite. Here's one for squashing every bug in the future 🎶🖤⚡👽,app_technical_issue,Human-approved unchanged suggestion. Matched signals for app_technical_issue: bug.,HUMAN_REVIEWED,app_technical_issue,Matched signals for app_technical_issue: bug.
798495,798494,"@SpotifyCares Im in the US, It just uploaded and I'm listening to it now! Thank you &lt;3",other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
211389,211388,@SpotifyCares Sure thing I’ll check and revert with my findings ... thank you!,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
2442005,2442002,@SpotifyCares I am an android:  Samsung Galaxy Sky Pro.  Idk where to find what version of Spotify?  All my apps are up to date.,device_platform_compatibility,Human-approved unchanged suggestion. Matched signals for device_platform_compatibility: android.,HUMAN_REVIEWED,device_platform_compatibility,Matched signals for device_platform_compatibility: android.
2716999,2716974,"@SpotifyCares nothing happens, nice password though",account_access,Human-approved unchanged suggestion. Matched signals for account_access: password.,HUMAN_REVIEWED,account_access,Matched signals for account_access: password.
1863281,1863277,@SpotifyCares Dang. Tried the reinstall and still can’t get my Frank.,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
1417605,1417604,@SpotifyCares It's a song that's missing on Spotify of the #FinallyItsChristmas  album,other_unclear,"Human-approved unchanged suggestion. Signals are tied between: playback_audio_issue, playlist_library_downloads; human review is required.",HUMAN_REVIEWED,other_unclear,"Signals are tied between: playback_audio_issue, playlist_library_downloads; human review is required."
1074774,1074773,@SpotifyCares Didn’t work. I can’t play any John Mayer songs either fwiw.,app_technical_issue,Human-approved unchanged suggestion. Matched signals for app_technical_issue: work.,HUMAN_REVIEWED,app_technical_issue,Matched signals for app_technical_issue: work.
2381842,2381841,"@SpotifyCares An iPod Touch 6th gen, running iOS 11.1.1",device_platform_compatibility,Human-approved unchanged suggestion. Matched signals for device_platform_compatibility: ios.,HUMAN_REVIEWED,device_platform_compatibility,Matched signals for device_platform_compatibility: ios.
1000167,1000165,"@SpotifyCares All songs. I guess it's one thing if it's pulled by an artist, but if a licensing agreement is about to expire, a heads-up would be nice.",other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
809604,809603,@SpotifyCares USA,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
2216059,2216058,@SpotifyCares Hi! I’m using the spotify desktop app (ver. 10.66.478) on my macbook pro (OS high sierra). I tried the DNS fix (from the spotify community forum) and it worked for a while but now the error message is back.,app_technical_issue,"Human-approved unchanged suggestion. Matched signals for app_technical_issue: app, error.",HUMAN_REVIEWED,app_technical_issue,"Matched signals for app_technical_issue: app, error."
1313125,1313119,@SpotifyCares this link can but it's not in Thai.,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
2783443,2783442,@SpotifyCares DM'd.,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
57575,57574,@SpotifyCares much appreciated!,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
2175420,2175414,@SpotifyCares Looks like account country is set to Serbia. I'll see if I can change it right now,account_access,Human-approved unchanged suggestion. Matched signals for account_access: account.,HUMAN_REVIEWED,account_access,Matched signals for account_access: account.
2110167,2110165,@SpotifyCares Done.,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
1250617,1250615,@SpotifyCares The phone I have is a Samsung Galaxy s7 active. And I'm using this version https://t.co/a88ppYuuGZ,device_platform_compatibility,Human-approved unchanged suggestion. Matched signals for device_platform_compatibility: phone.,HUMAN_REVIEWED,device_platform_compatibility,Matched signals for device_platform_compatibility: phone.
888581,888576,@SpotifyCares Windows 950xl phone.,device_platform_compatibility,"Human-approved unchanged suggestion. Matched signals for device_platform_compatibility: windows, phone.",HUMAN_REVIEWED,device_platform_compatibility,"Matched signals for device_platform_compatibility: windows, phone."
684937,684935,@SpotifyCares It's £15 a month a Spotify subscription (family account) and another £15 in data usage (at least!) a month. So essentially i'm paying £30 :(,other_unclear,"Human-approved unchanged suggestion. Signals are tied between: account_access, subscription_plan_billing; human review is required.",HUMAN_REVIEWED,other_unclear,"Signals are tied between: account_access, subscription_plan_billing; human review is required."
1301944,1301940,@SpotifyCares Best response ever! Me @ the use of that song https://t.co/TpgOEZyFhe,playback_audio_issue,Human-approved unchanged suggestion. Matched signals for playback_audio_issue: song.,HUMAN_REVIEWED,playback_audio_issue,Matched signals for playback_audio_issue: song.
2871147,2871146,@SpotifyCares Just did. Thanks,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
414138,414133,@SpotifyCares I'm using macOS Sierra ver 10.12 and my current Spotify version is 1.0.64.399.g4637b02a,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
967386,967385,@SpotifyCares aight. thank you.,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
1167965,1167964,@SpotifyCares That was a good read makes me want to learn more about @115888 where can I find more information,feature_or_policy_information,Human-approved unchanged suggestion. Matched signals for feature_or_policy_information: can i.,HUMAN_REVIEWED,feature_or_policy_information,Matched signals for feature_or_policy_information: can i.
2914437,89461,@SpotifyCares Everything is working fine now! Thanks for fixing the issue! 😄,app_technical_issue,"Human-approved unchanged suggestion. Matched signals for app_technical_issue: working, issue.",HUMAN_REVIEWED,app_technical_issue,"Matched signals for app_technical_issue: working, issue."
1019570,1019569,"@SpotifyCares i am trying it on my Mac Pro, in safari, but all I see is a white space. No success, and daughters complaining :-(",device_platform_compatibility,Human-approved unchanged suggestion. Matched signals for device_platform_compatibility: mac.,HUMAN_REVIEWED,device_platform_compatibility,Matched signals for device_platform_compatibility: mac.
1169139,1169138,"@SpotifyCares 15” MacBook Pro, macOS Sierra 10.12.6, Spotify Premium 1.0.66478.g1296534d",subscription_plan_billing,Human-approved unchanged suggestion. Matched signals for subscription_plan_billing: premium.,HUMAN_REVIEWED,subscription_plan_billing,Matched signals for subscription_plan_billing: premium.
911623,911616,"@SpotifyCares Still no luck, when ever I tap on a song the banner won’t even come up",playback_audio_issue,Human-approved unchanged suggestion. Matched signals for playback_audio_issue: song.,HUMAN_REVIEWED,playback_audio_issue,Matched signals for playback_audio_issue: song.
1791299,1046228,@SpotifyCares thank you for the reply!,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
712159,293873,@SpotifyCares No...You don't. You need to fix your app like you said you would six months ago idiots.,app_technical_issue,Human-approved unchanged suggestion. Matched signals for app_technical_issue: app.,HUMAN_REVIEWED,app_technical_issue,Matched signals for app_technical_issue: app.
1089040,1089037,"@SpotifyCares  thanks, but from that it seems like you have looked into it for three years now and still have status ""not right now""",other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
1475979,1475977,@SpotifyCares @9756 @60948 @462659 Thanks!,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
1836179,1836175,@SpotifyCares @550588 I have been having the same problem for a few months now and still don't have an account :(,other_unclear,"Human-approved unchanged suggestion. Signals are tied between: app_technical_issue, account_access; human review is required.",HUMAN_REVIEWED,other_unclear,"Signals are tied between: app_technical_issue, account_access; human review is required."
89560,89559,@SpotifyCares Love u,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
964937,964930,"@SpotifyCares sent you a DM, hope I get your support",other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
1879421,1879420,"@SpotifyCares hello. I have a Google nexus 6p, android and Spotify fully up to date. #ty",device_platform_compatibility,Human-approved unchanged suggestion. Matched signals for device_platform_compatibility: android.,HUMAN_REVIEWED,device_platform_compatibility,Matched signals for device_platform_compatibility: android.
1034826,1034825,"@SpotifyCares I'm running Windows 10 Home. My Spotify version is whatever is available through the Windows store, fully updated.",other_unclear,"Human-approved unchanged suggestion. Signals are tied between: device_platform_compatibility, feature_or_policy_information; human review is required.",HUMAN_REVIEWED,other_unclear,"Signals are tied between: device_platform_compatibility, feature_or_policy_information; human review is required."
1858274,1858270,"@SpotifyCares Right at the beginning and the second chorus, next track did it too, not sure of the rest as I turned it off",other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
1235793,1235792,@SpotifyCares Thanks for the answer. I have no other way to play spotify on the tv. The options given are not available for me. I'll have to wait longer,feature_or_policy_information,Human-approved unchanged suggestion. Matched signals for feature_or_policy_information: available.,HUMAN_REVIEWED,feature_or_policy_information,Matched signals for feature_or_policy_information: available.
2294402,2294398,@SpotifyCares Thanks! You've been very helpful!,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
2422816,2422815,@SpotifyCares Wow my Daily Mixes are packaged much better now!! Thank you :),other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
634014,634013,@SpotifyCares Still not fixed... do you guys even have a content team? Or is it just one guy in a room without internet?,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
2543094,2543088,@SpotifyCares Will do. Thanks.,other_unclear,Human-approved unchanged suggestion. No taxonomy signal was detected; human review is required.,HUMAN_REVIEWED,other_unclear,No taxonomy signal was detected; human review is required.
